,CallCountsPerHour,,,,,,,,,,,,,,,,
4036,52,,,,,,,,,,,,,,,,
4037,75,,,,,,,,,,,,,,,,
4038,81,,,,,,,,,,,,,,,,
4039,64,,,,,,,,,,,,,,,,
4040,55,,,,,,,,,,,,,,,,
4041,47,,,,,,,,,,,,,,,,
4042,59,,,,,,,,,,,,,,,,
4043,53,,,,,,,,,,,,,,,,
4044,65,,,,,,,,,,,,,,,,
4045,51,,,,,,,,,,,,,,,,
4046,64,,,,,,,,,,,,,,,,
4047,67,,,,,,,,,,,,,,,,
4048,60,,,,,,,,,,,,,,,,
4049,56,,,,,,,,,,,,,,,,
4050,68,,,,,,,,,,,,,,,,
4051,74,,,,,,,,,,,,,,,,
4052,59,,,,,,,,,,,,,,,,
4053,64,,,,,,,,,,,,,,,,
4054,77,,,,,,,,,,,,,,,,
4055,58,,,,,,,,,,,,,,,,
4056,67,,,,,,,,,,,,,,,,
4057,50,,,,,,,,,,,,,,,,
4058,68,,,,,,,,,,,,,,,,
4059,54,,,,,,,,,,,,,,,,
4060,44,,,,,,,,,,,,,,,,
4061,52,,,,,,,,,,,,,,,,
4062,65,,,,,,,,,,,,,,,,
4063,53,,,,,,,,,,,,,,,,
4064,56,,,,,,,,,,,,,,,,
4065,55,,,,,,,,,,,,,,,,
4066,50,,,,,,,,,,,,,,,,
4067,54,,,,,,,,,,,,,,,,
4068,56,,,,,,,,,,,,,,,,
4069,70,,,,,,,,,,,,,,,,
4070,52,,,,,,,,,,,,,,,,
4071,55,,,,,,,,,,,,,,,,
4072,57,,,,,,,,,,,,,,,,
4073,58,,,,,,,,,,,,,,,,
4074,70,,,,,,,,,,,,,,,,
4075,63,,,,,,,,,,,,,,,,
4076,74,,,,,,,,,,,,,,,,
4077,66,,,,,,,,,,,,,,,,
4078,56,,,,,,,,,,,,,,,,
4079,70,,,,,,,,,,,,,,,,
4080,52,,,,,,,,,,,,,,,,
4081,76,,,,,,,,,,,,,,,,
4082,81,,,,,,,,,,,,,,,,
4083,62,,,,,,,,,,,,,,,,
4084,54,,,,,,,,,,,,,,,,
4085,72,,,,,,,,,,,,,,,,
4086,61,,,,,,,,,,,,,,,,
4087,70,,,,,,,,,,,,,,,,
4088,74,,,,,,,,,,,,,,,,
4089,52,,,,,,,,,,,,,,,,
4090,53,,,,,,,,,,,,,,,,
4091,56,,,,,,,,,,,,,,,,
4092,52,,,,,,,,,,,,,,,,
4093,62,,,,,,,,,,,,,,,,
4094,58,,,,,,,,,,,,,,,,
4095,66,,,,,,,,,,,,,,,,
4096,67,,,,,,,,,,,,,,,,
4097,75,,,,,,,,,,,,,,,,
4098,62,,,,,,,,,,,,,,,,
4099,57,,,,,,,,,,,,,,,,
4100,59,,,,,,,,,,,,,,,,
4101,62,,,,,,,,,,,,,,,,
4102,78,,,,,,,,,,,,,,,,
4103,59,,,,,,,,,,,,,,,,
4104,67,,,,,,,,,,,,,,,,
4105,69,,,,,,,,,,,,,,,,
4106,77,,,,,,,,,,,,,,,,
4107,58,,,,,,,,,,,,,,,,
4108,60,,,,,,,,,,,,,,,,
4109,53,,,,,,,,,,,,,,,,
4110,71,,,,,,,,,,,,,,,,
4111,56,,,,,,,,,,,,,,,,
4112,62,,,,,,,,,,,,,,,,
4113,71,,,,,,,,,,,,,,,,
4114,58,,,,,,,,,,,,,,,,
4115,57,,,,,,,,,,,,,,,,
4116,60,,,,,,,,,,,,,,,,
4117,43,,,,,,,,,,,,,,,,
4118,65,,,,,,,,,,,,,,,,
4119,69,,,,,,,,,,,,,,,,
4120,60,,,,,,,,,,,,,,,,
4121,72,,,,,,,,,,,,,,,,
4122,58,,,,,,,,,,,,,,,,
4123,77,,,,,,,,,,,,,,,,
4124,71,,,,,,,,,,,,,,,,
4125,59,,,,,,,,,,,,,,,,
4126,57,,,,,,,,,,,,,,,,
4127,57,,,,,,,,,,,,,,,,
4128,73,,,,,,,,,,,,,,,,
4129,52,,,,,,,,,,,,,,,,
4130,72,,,,,,,,,,,,,,,,
4131,55,,,,,,,,,,,,,,,,
4132,75,,,,,,,,,,,,,,,,
4133,53,,,,,,,,,,,,,,,,
4134,61,,,,,,,,,,,,,,,,
4135,64,,,,,,,,,,,,,,,,
4136,61,,,,,,,,,,,,,,,,
4137,66,,,,,,,,,,,,,,,,
4138,51,,,,,,,,,,,,,,,,
4139,62,,,,,,,,,,,,,,,,
4140,51,,,,,,,,,,,,,,,,
4141,60,,,,,,,,,,,,,,,,
4142,53,,,,,,,,,,,,,,,,
4143,73,,,,,,,,,,,,,,,,
4144,68,,,,,,,,,,,,,,,,
4145,68,,,,,,,,,,,,,,,,
4146,56,,,,,,,,,,,,,,,,
4147,57,,,,,,,,,,,,,,,,
4148,61,,,,,,,,,,,,,,,,
4149,59,,,,,,,,,,,,,,,,
4150,66,,,,,,,,,,,,,,,,
4151,66,,,,,,,,,,,,,,,,
4152,58,,,,,,,,,,,,,,,,
4153,56,,,,,,,,,,,,,,,,
4154,47,,,,,,,,,,,,,,,,
4155,71,,,,,,,,,,,,,,,,
4156,57,,,,,,,,,,,,,,,,
4157,68,,,,,,,,,,,,,,,,
4158,70,,,,,,,,,,,,,,,,
4159,68,,,,,,,,,,,,,,,,
4160,68,,,,,,,,,,,,,,,,
4161,68,,,,,,,,,,,,,,,,
4162,70,,,,,,,,,,,,,,,,
4163,69,,,,,,,,,,,,,,,,
4164,61,,,,,,,,,,,,,,,,
4165,63,,,,,,,,,,,,,,,,
4166,68,,,,,,,,,,,,,,,,
4167,55,,,,,,,,,,,,,,,,
4168,60,,,,,,,,,,,,,,,,
4169,72,,,,,,,,,,,,,,,,
4170,58,,,,,,,,,,,,,,,,
4171,56,,,,,,,,,,,,,,,,
4172,45,,,,,,,,,,,,,,,,
4173,76,,,,,,,,,,,,,,,,
4174,53,,,,,,,,,,,,,,,,
4175,51,,,,,,,,,,,,,,,,
4176,52,,,,,,,,,,,,,,,,
4177,74,,,,,,,,,,,,,,,,
4178,54,,,,,,,,,,,,,,,,
4179,41,,,,,,,,,,,,,,,,
4180,55,,,,,,,,,,,,,,,,
4181,61,,,,,,,,,,,,,,,,
4182,50,,,,,,,,,,,,,,,,
4183,59,,,,,,,,,,,,,,,,
4184,58,,,,,,,,,,,,,,,,
4185,59,,,,,,,,,,,,,,,,
4186,49,,,,,,,,,,,,,,,,
4187,62,,,,,,,,,,,,,,,,
4188,71,,,,,,,,,,,,,,,,
4189,52,,,,,,,,,,,,,,,,
4190,72,,,,,,,,,,,,,,,,
4191,61,,,,,,,,,,,,,,,,
4192,61,,,,,,,,,,,,,,,,
4193,65,,,,,,,,,,,,,,,,
4194,50,,,,,,,,,,,,,,,,
4195,68,,,,,,,,,,,,,,,,
4196,45,,,,,,,,,,,,,,,,
4197,49,,,,,,,,,,,,,,,,
4198,67,,,,,,,,,,,,,,,,
4199,62,,,,,,,,,,,,,,,,
4200,64,,,,,,,,,,,,,,,,
4201,60,,,,,,,,,,,,,,,,
4202,62,,,,,,,,,,,,,,,,
4203,71,,,,,,,,,,,,,,,,
4204,60,,,,,,,,,,,,,,,,
4205,53,,,,,,,,,,,,,,,,
4206,57,,,,,,,,,,,,,,,,
4207,57,,,,,,,,,,,,,,,,
4208,44,,,,,,,,,,,,,,,,
4209,69,,,,,,,,,,,,,,,,
4210,62,,,,,,,,,,,,,,,,
4211,62,,,,,,,,,,,,,,,,
4212,58,,,,,,,,,,,,,,,,
4213,63,,,,,,,,,,,,,,,,
4214,57,,,,,,,,,,,,,,,,
4215,74,,,,,,,,,,,,,,,,
4216,55,,,,,,,,,,,,,,,,
4217,65,,,,,,,,,,,,,,,,
4218,67,,,,,,,,,,,,,,,,
4219,69,,,,,,,,,,,,,,,,
4220,52,,,,,,,,,,,,,,,,
4221,59,,,,,,,,,,,,,,,,
4222,64,,,,,,,,,,,,,,,,
4223,76,,,,,,,,,,,,,,,,
4224,52,,,,,,,,,,,,,,,,
4225,56,,,,,,,,,,,,,,,,
4226,69,,,,,,,,,,,,,,,,
4227,50,,,,,,,,,,,,,,,,
4228,58,,,,,,,,,,,,,,,,
4229,63,,,,,,,,,,,,,,,,
4230,62,,,,,,,,,,,,,,,,
4231,55,,,,,,,,,,,,,,,,
4232,55,,,,,,,,,,,,,,,,
4233,55,,,,,,,,,,,,,,,,
4234,75,,,,,,,,,,,,,,,,
4235,56,,,,,,,,,,,,,,,,
4236,45,,,,,,,,,,,,,,,,
4237,62,,,,,,,,,,,,,,,,
4238,58,,,,,,,,,,,,,,,,
4239,58,,,,,,,,,,,,,,,,
4240,63,,,,,,,,,,,,,,,,
4241,69,,,,,,,,,,,,,,,,
4242,55,,,,,,,,,,,,,,,,
4243,51,,,,,,,,,,,,,,,,
4244,55,,,,,,,,,,,,,,,,
4245,58,,,,,,,,,,,,,,,,
4246,62,,,,,,,,,,,,,,,,
4247,60,,,,,,,,,,,,,,,,
4248,50,,,,,,,,,,,,,,,,
4249,67,,,,,,,,,,,,,,,,
4250,59,,,,,,,,,,,,,,,,
4251,50,,,,,,,,,,,,,,,,
4252,56,,,,,,,,,,,,,,,,
4253,47,,,,,,,,,,,,,,,,
4254,61,,,,,,,,,,,,,,,,
4255,63,,,,,,,,,,,,,,,,
4256,67,,,,,,,,,,,,,,,,
4257,49,,,,,,,,,,,,,,,,
4258,69,,,,,,,,,,,,,,,,
4259,66,,,,,,,,,,,,,,,,
4260,60,,,,,,,,,,,,,,,,
4261,65,,,,,,,,,,,,,,,,
4262,45,,,,,,,,,,,,,,,,
4263,53,,,,,,,,,,,,,,,,
4264,81,,,,,,,,,,,,,,,,
4265,62,,,,,,,,,,,,,,,,
4266,49,,,,,,,,,,,,,,,,
4267,62,,,,,,,,,,,,,,,,
4268,55,,,,,,,,,,,,,,,,
4269,60,,,,,,,,,,,,,,,,
4270,57,,,,,,,,,,,,,,,,
4271,63,,,,,,,,,,,,,,,,
4272,55,,,,,,,,,,,,,,,,
4273,50,,,,,,,,,,,,,,,,
4274,57,,,,,,,,,,,,,,,,
4275,51,,,,,,,,,,,,,,,,
4276,56,,,,,,,,,,,,,,,,
4277,53,,,,,,,,,,,,,,,,
4278,61,,,,,,,,,,,,,,,,
4279,49,,,,,,,,,,,,,,,,
4280,74,,,,,,,,,,,,,,,,
4281,62,,,,,,,,,,,,,,,,
4282,57,,,,,,,,,,,,,,,,
4283,46,,,,,,,,,,,,,,,,
4284,52,,,,,,,,,,,,,,,,
4285,52,,,,,,,,,,,,,,,,
4286,46,,,,,,,,,,,,,,,,
4287,69,,,,,,,,,,,,,,,,
4288,69,,,,,,,,,,,,,,,,
4289,63,,,,,,,,,,,,,,,,
4290,54,,,,,,,,,,,,,,,,
4291,64,,,,,,,,,,,,,,,,
4292,57,,,,,,,,,,,,,,,,
4293,61,,,,,,,,,,,,,,,,
4294,59,,,,,,,,,,,,,,,,
4295,57,,,,,,,,,,,,,,,,
4296,56,,,,,,,,,,,,,,,,
4297,55,,,,,,,,,,,,,,,,
4298,58,,,,,,,,,,,,,,,,
4299,67,,,,,,,,,,,,,,,,
4300,60,,,,,,,,,,,,,,,,
4301,65,,,,,,,,,,,,,,,,
4302,55,,,,,,,,,,,,,,,,
4303,53,,,,,,,,,,,,,,,,
4304,53,,,,,,,,,,,,,,,,
4305,69,,,,,,,,,,,,,,,,
4306,65,,,,,,,,,,,,,,,,
4307,53,,,,,,,,,,,,,,,,
4308,50,,,,,,,,,,,,,,,,
4309,74,,,,,,,,,,,,,,,,
4310,62,,,,,,,,,,,,,,,,
4311,51,,,,,,,,,,,,,,,,
4312,53,,,,,,,,,,,,,,,,
4313,56,,,,,,,,,,,,,,,,
4314,64,,,,,,,,,,,,,,,,
4315,59,,,,,,,,,,,,,,,,
4316,66,,,,,,,,,,,,,,,,
4317,56,,,,,,,,,,,,,,,,
4318,64,,,,,,,,,,,,,,,,
4319,65,,,,,,,,,,,,,,,,
4320,61,,,,,,,,,,,,,,,,
4321,73,,,,,,,,,,,,,,,,
4322,59,,,,,,,,,,,,,,,,
4323,64,,,,,,,,,,,,,,,,
4324,58,,,,,,,,,,,,,,,,
4325,51,,,,,,,,,,,,,,,,
4326,64,,,,,,,,,,,,,,,,
4327,52,,,,,,,,,,,,,,,,
4328,64,,,,,,,,,,,,,,,,
4329,63,,,,,,,,,,,,,,,,
4330,58,,,,,,,,,,,,,,,,
4331,57,,,,,,,,,,,,,,,,
4332,58,,,,,,,,,,,,,,,,
4333,62,,,,,,,,,,,,,,,,
4334,56,,,,,,,,,,,,,,,,
4335,76,,,,,,,,,,,,,,,,
4336,66,,,,,,,,,,,,,,,,
4337,71,,,,,,,,,,,,,,,,
4338,59,,,,,,,,,,,,,,,,
4339,64,,,,,,,,,,,,,,,,
4340,64,,,,,,,,,,,,,,,,
4341,52,,,,,,,,,,,,,,,,
4342,61,,,,,,,,,,,,,,,,
4343,57,,,,,,,,,,,,,,,,
4344,77,,,,,,,,,,,,,,,,
4345,49,,,,,,,,,,,,,,,,
4346,65,,,,,,,,,,,,,,,,
4347,41,,,,,,,,,,,,,,,,
4348,62,,,,,,,,,,,,,,,,
4349,64,,,,,,,,,,,,,,,,
4350,61,,,,,,,,,,,,,,,,
4351,63,,,,,,,,,,,,,,,,
4352,73,,,,,,,,,,,,,,,,
4353,63,,,,,,,,,,,,,,,,
4354,58,,,,,,,,,,,,,,,,
4355,57,,,,,,,,,,,,,,,,
4356,75,,,,,,,,,,,,,,,,
4357,50,,,,,,,,,,,,,,,,
4358,52,,,,,,,,,,,,,,,,
4359,63,,,,,,,,,,,,,,,,
4360,57,,,,,,,,,,,,,,,,
4361,58,,,,,,,,,,,,,,,,
4362,63,,,,,,,,,,,,,,,,
4363,72,,,,,,,,,,,,,,,,
4364,55,,,,,,,,,,,,,,,,
4365,64,,,,,,,,,,,,,,,,
4366,72,,,,,,,,,,,,,,,,
4367,61,,,,,,,,,,,,,,,,
4368,68,,,,,,,,,,,,,,,,
4369,68,,,,,,,,,,,,,,,,
4370,48,,,,,,,,,,,,,,,,
4371,59,,,,,,,,,,,,,,,,
4372,61,,,,,,,,,,,,,,,,
4373,51,,,,,,,,,,,,,,,,
4374,50,,,,,,,,,,,,,,,,
4375,76,,,,,,,,,,,,,,,,
4376,62,,,,,,,,,,,,,,,,
4377,50,,,,,,,,,,,,,,,,
4378,45,,,,,,,,,,,,,,,,
4379,50,,,,,,,,,,,,,,,,
4380,57,,,,,,,,,,,,,,,,
4381,57,,,,,,,,,,,,,,,,
4382,53,,,,,,,,,,,,,,,,
4383,55,,,,,,,,,,,,,,,,
4384,54,,,,,,,,,,,,,,,,
4385,58,,,,,,,,,,,,,,,,
4386,65,,,,,,,,,,,,,,,,
4387,52,,,,,,,,,,,,,,,,
4388,71,,,,,,,,,,,,,,,,
4389,45,,,,,,,,,,,,,,,,
4390,44,,,,,,,,,,,,,,,,
4391,63,,,,,,,,,,,,,,,,
4392,64,,,,,,,,,,,,,,,,
4393,69,,,,,,,,,,,,,,,,
4394,56,,,,,,,,,,,,,,,,
4395,66,,,,,,,,,,,,,,,,
4396,59,,,,,,,,,,,,,,,,
4397,56,,,,,,,,,,,,,,,,
4398,53,,,,,,,,,,,,,,,,
4399,56,,,,,,,,,,,,,,,,
4400,78,,,,,,,,,,,,,,,,
4401,56,,,,,,,,,,,,,,,,
4402,57,,,,,,,,,,,,,,,,
4403,69,,,,,,,,,,,,,,,,
4404,48,,,,,,,,,,,,,,,,
4405,54,,,,,,,,,,,,,,,,
4406,50,,,,,,,,,,,,,,,,
4407,48,,,,,,,,,,,,,,,,
4408,45,,,,,,,,,,,,,,,,
4409,53,,,,,,,,,,,,,,,,
4410,63,,,,,,,,,,,,,,,,
4411,71,,,,,,,,,,,,,,,,
4412,53,,,,,,,,,,,,,,,,
4413,51,,,,,,,,,,,,,,,,
4414,52,,,,,,,,,,,,,,,,
4415,48,,,,,,,,,,,,,,,,
4416,49,,,,,,,,,,,,,,,,
4417,58,,,,,,,,,,,,,,,,
4418,62,,,,,,,,,,,,,,,,
4419,49,,,,,,,,,,,,,,,,
4420,59,,,,,,,,,,,,,,,,
4421,53,,,,,,,,,,,,,,,,
4422,48,,,,,,,,,,,,,,,,
4423,55,,,,,,,,,,,,,,,,
4424,66,,,,,,,,,,,,,,,,
4425,49,,,,,,,,,,,,,,,,
4426,61,,,,,,,,,,,,,,,,
4427,59,,,,,,,,,,,,,,,,
4428,69,,,,,,,,,,,,,,,,
4429,53,,,,,,,,,,,,,,,,
4430,66,,,,,,,,,,,,,,,,
4431,71,,,,,,,,,,,,,,,,
4432,62,,,,,,,,,,,,,,,,
4433,58,,,,,,,,,,,,,,,,
4434,72,,,,,,,,,,,,,,,,
4435,61,,,,,,,,,,,,,,,,
4436,54,,,,,,,,,,,,,,,,
4437,45,,,,,,,,,,,,,,,,
4438,48,,,,,,,,,,,,,,,,
4439,64,,,,,,,,,,,,,,,,
4440,63,,,,,,,,,,,,,,,,
4441,50,,,,,,,,,,,,,,,,
4442,65,,,,,,,,,,,,,,,,
4443,48,,,,,,,,,,,,,,,,
4444,58,,,,,,,,,,,,,,,,
4445,60,,,,,,,,,,,,,,,,
4446,56,,,,,,,,,,,,,,,,
4447,63,,,,,,,,,,,,,,,,
4448,61,,,,,,,,,,,,,,,,
4449,57,,,,,,,,,,,,,,,,
4450,58,,,,,,,,,,,,,,,,
4451,47,,,,,,,,,,,,,,,,
4452,68,,,,,,,,,,,,,,,,
4453,58,,,,,,,,,,,,,,,,
4454,64,,,,,,,,,,,,,,,,
4455,70,,,,,,,,,,,,,,,,
4456,60,,,,,,,,,,,,,,,,
4457,60,,,,,,,,,,,,,,,,
4458,43,,,,,,,,,,,,,,,,
4459,59,,,,,,,,,,,,,,,,
4460,64,,,,,,,,,,,,,,,,
4461,70,,,,,,,,,,,,,,,,
4462,49,,,,,,,,,,,,,,,,
4463,62,,,,,,,,,,,,,,,,
4464,59,,,,,,,,,,,,,,,,
4465,54,,,,,,,,,,,,,,,,
4466,63,,,,,,,,,,,,,,,,
4467,50,,,,,,,,,,,,,,,,
4468,52,,,,,,,,,,,,,,,,
4469,66,,,,,,,,,,,,,,,,
4470,70,,,,,,,,,,,,,,,,
4471,60,,,,,,,,,,,,,,,,
4472,55,,,,,,,,,,,,,,,,
4473,59,,,,,,,,,,,,,,,,
4474,69,,,,,,,,,,,,,,,,
4475,55,,,,,,,,,,,,,,,,
4476,64,,,,,,,,,,,,,,,,
4477,58,,,,,,,,,,,,,,,,
4478,58,,,,,,,,,,,,,,,,
4479,64,,,,,,,,,,,,,,,,
4480,50,,,,,,,,,,,,,,,,
4481,57,,,,,,,,,,,,,,,,
4482,47,,,,,,,,,,,,,,,,
4483,58,,,,,,,,,,,,,,,,
4484,58,,,,,,,,,,,,,,,,
4485,66,,,,,,,,,,,,,,,,
4486,46,,,,,,,,,,,,,,,,
4487,54,,,,,,,,,,,,,,,,
4488,53,,,,,,,,,,,,,,,,
4489,51,,,,,,,,,,,,,,,,
4490,74,,,,,,,,,,,,,,,,
4491,59,,,,,,,,,,,,,,,,
4492,64,,,,,,,,,,,,,,,,
4493,54,,,,,,,,,,,,,,,,
4494,57,,,,,,,,,,,,,,,,
4495,67,,,,,,,,,,,,,,,,
4496,54,,,,,,,,,,,,,,,,
4497,57,,,,,,,,,,,,,,,,
4498,47,,,,,,,,,,,,,,,,
4499,62,,,,,,,,,,,,,,,,
4500,72,,,,,,,,,,,,,,,,
4501,57,,,,,,,,,,,,,,,,
4502,48,,,,,,,,,,,,,,,,
4503,60,,,,,,,,,,,,,,,,
4504,63,,,,,,,,,,,,,,,,
4505,61,,,,,,,,,,,,,,,,
4506,67,,,,,,,,,,,,,,,,
4507,71,,,,,,,,,,,,,,,,
4508,63,,,,,,,,,,,,,,,,
4509,68,,,,,,,,,,,,,,,,
4510,61,,,,,,,,,,,,,,,,
4511,52,,,,,,,,,,,,,,,,
4512,52,,,,,,,,,,,,,,,,
4513,54,,,,,,,,,,,,,,,,
4514,71,,,,,,,,,,,,,,,,
4515,49,,,,,,,,,,,,,,,,
4516,52,,,,,,,,,,,,,,,,
4517,64,,,,,,,,,,,,,,,,
4518,62,,,,,,,,,,,,,,,,
4519,50,,,,,,,,,,,,,,,,
4520,67,,,,,,,,,,,,,,,,
4521,70,,,,,,,,,,,,,,,,
4522,57,,,,,,,,,,,,,,,,
4523,62,,,,,,,,,,,,,,,,
4524,59,,,,,,,,,,,,,,,,
4525,55,,,,,,,,,,,,,,,,
4526,55,,,,,,,,,,,,,,,,
4527,59,,,,,,,,,,,,,,,,
4528,63,,,,,,,,,,,,,,,,
4529,68,,,,,,,,,,,,,,,,
4530,68,,,,,,,,,,,,,,,,
4531,42,,,,,,,,,,,,,,,,
4532,60,,,,,,,,,,,,,,,,
4533,67,,,,,,,,,,,,,,,,
4534,55,,,,,,,,,,,,,,,,
4535,60,,,,,,,,,,,,,,,,
4536,64,,,,,,,,,,,,,,,,
4537,53,,,,,,,,,,,,,,,,
4538,71,,,,,,,,,,,,,,,,
4539,63,,,,,,,,,,,,,,,,
4540,54,,,,,,,,,,,,,,,,
4541,55,,,,,,,,,,,,,,,,
4542,58,,,,,,,,,,,,,,,,
4543,61,,,,,,,,,,,,,,,,
4544,54,,,,,,,,,,,,,,,,
4545,68,,,,,,,,,,,,,,,,
4546,66,,,,,,,,,,,,,,,,
4547,66,,,,,,,,,,,,,,,,
4548,80,,,,,,,,,,,,,,,,
4549,55,,,,,,,,,,,,,,,,
4550,71,,,,,,,,,,,,,,,,
4551,54,,,,,,,,,,,,,,,,
4552,71,,,,,,,,,,,,,,,,
4553,70,,,,,,,,,,,,,,,,
4554,53,,,,,,,,,,,,,,,,
4555,57,,,,,,,,,,,,,,,,
4556,66,,,,,,,,,,,,,,,,
4557,70,,,,,,,,,,,,,,,,
4558,66,,,,,,,,,,,,,,,,
4559,65,,,,,,,,,,,,,,,,
4560,55,,,,,,,,,,,,,,,,
4561,63,,,,,,,,,,,,,,,,
4562,50,,,,,,,,,,,,,,,,
4563,61,,,,,,,,,,,,,,,,
4564,66,,,,,,,,,,,,,,,,
4565,60,,,,,,,,,,,,,,,,
4566,56,,,,,,,,,,,,,,,,
4567,80,,,,,,,,,,,,,,,,
4568,58,,,,,,,,,,,,,,,,
4569,68,,,,,,,,,,,,,,,,
4570,54,,,,,,,,,,,,,,,,
4571,62,,,,,,,,,,,,,,,,
4572,67,,,,,,,,,,,,,,,,
4573,56,,,,,,,,,,,,,,,,
4574,62,,,,,,,,,,,,,,,,
4575,54,,,,,,,,,,,,,,,,
4576,66,,,,,,,,,,,,,,,,
4577,78,,,,,,,,,,,,,,,,
4578,78,,,,,,,,,,,,,,,,
4579,59,,,,,,,,,,,,,,,,
4580,69,,,,,,,,,,,,,,,,
4581,53,,,,,,,,,,,,,,,,
4582,60,,,,,,,,,,,,,,,,
4583,65,,,,,,,,,,,,,,,,
4584,61,,,,,,,,,,,,,,,,
4585,72,,,,,,,,,,,,,,,,
4586,69,,,,,,,,,,,,,,,,
4587,64,,,,,,,,,,,,,,,,
4588,48,,,,,,,,,,,,,,,,
4589,50,,,,,,,,,,,,,,,,
4590,55,,,,,,,,,,,,,,,,
4591,71,,,,,,,,,,,,,,,,
4592,54,,,,,,,,,,,,,,,,
4593,65,,,,,,,,,,,,,,,,
4594,63,,,,,,,,,,,,,,,,
4595,61,,,,,,,,,,,,,,,,
4596,75,,,,,,,,,,,,,,,,
4597,57,,,,,,,,,,,,,,,,
4598,50,,,,,,,,,,,,,,,,
4599,68,,,,,,,,,,,,,,,,
4600,62,,,,,,,,,,,,,,,,
4601,60,,,,,,,,,,,,,,,,
4602,62,,,,,,,,,,,,,,,,
4603,51,,,,,,,,,,,,,,,,
4604,56,,,,,,,,,,,,,,,,
4605,58,,,,,,,,,,,,,,,,
4606,53,,,,,,,,,,,,,,,,
4607,57,,,,,,,,,,,,,,,,
4608,65,,,,,,,,,,,,,,,,
4609,52,,,,,,,,,,,,,,,,
4610,62,,,,,,,,,,,,,,,,
4611,63,,,,,,,,,,,,,,,,
4612,72,,,,,,,,,,,,,,,,
4613,53,,,,,,,,,,,,,,,,
4614,69,,,,,,,,,,,,,,,,
4615,62,,,,,,,,,,,,,,,,
4616,63,,,,,,,,,,,,,,,,
4617,60,,,,,,,,,,,,,,,,
4618,53,,,,,,,,,,,,,,,,
4619,68,,,,,,,,,,,,,,,,
4620,65,,,,,,,,,,,,,,,,
4621,63,,,,,,,,,,,,,,,,
4622,58,,,,,,,,,,,,,,,,
4623,66,,,,,,,,,,,,,,,,
4624,63,,,,,,,,,,,,,,,,
4625,55,,,,,,,,,,,,,,,,
4626,64,,,,,,,,,,,,,,,,
4627,50,,,,,,,,,,,,,,,,
4628,53,,,,,,,,,,,,,,,,
4629,61,,,,,,,,,,,,,,,,
4630,69,,,,,,,,,,,,,,,,
4631,61,,,,,,,,,,,,,,,,
4632,52,,,,,,,,,,,,,,,,
4633,61,,,,,,,,,,,,,,,,
4634,62,,,,,,,,,,,,,,,,
4635,63,,,,,,,,,,,,,,,,
4636,60,,,,,,,,,,,,,,,,
4637,56,,,,,,,,,,,,,,,,
4638,72,,,,,,,,,,,,,,,,
4639,68,,,,,,,,,,,,,,,,
4640,62,,,,,,,,,,,,,,,,
4641,60,,,,,,,,,,,,,,,,
4642,80,,,,,,,,,,,,,,,,
4643,52,,,,,,,,,,,,,,,,
4644,49,,,,,,,,,,,,,,,,
4645,59,,,,,,,,,,,,,,,,
4646,58,,,,,,,,,,,,,,,,
4647,54,,,,,,,,,,,,,,,,
4648,45,,,,,,,,,,,,,,,,
4649,58,,,,,,,,,,,,,,,,
4650,78,,,,,,,,,,,,,,,,
4651,51,,,,,,,,,,,,,,,,
4652,77,,,,,,,,,,,,,,,,
4653,52,,,,,,,,,,,,,,,,
4654,74,,,,,,,,,,,,,,,,
4655,68,,,,,,,,,,,,,,,,
4656,62,,,,,,,,,,,,,,,,
4657,43,,,,,,,,,,,,,,,,
4658,56,,,,,,,,,,,,,,,,
4659,57,,,,,,,,,,,,,,,,
4660,61,,,,,,,,,,,,,,,,
4661,55,,,,,,,,,,,,,,,,
4662,64,,,,,,,,,,,,,,,,
4663,70,,,,,,,,,,,,,,,,
4664,59,,,,,,,,,,,,,,,,
4665,72,,,,,,,,,,,,,,,,
4666,52,,,,,,,,,,,,,,,,
4667,59,,,,,,,,,,,,,,,,
4668,56,,,,,,,,,,,,,,,,
4669,59,,,,,,,,,,,,,,,,
4670,53,,,,,,,,,,,,,,,,
4671,56,,,,,,,,,,,,,,,,
4672,55,,,,,,,,,,,,,,,,
4673,62,,,,,,,,,,,,,,,,
4674,62,,,,,,,,,,,,,,,,
4675,63,,,,,,,,,,,,,,,,
4676,42,,,,,,,,,,,,,,,,
4677,64,,,,,,,,,,,,,,,,
4678,55,,,,,,,,,,,,,,,,
4679,73,,,,,,,,,,,,,,,,
4680,64,,,,,,,,,,,,,,,,
4681,58,,,,,,,,,,,,,,,,
4682,56,,,,,,,,,,,,,,,,
4683,64,,,,,,,,,,,,,,,,
4684,56,,,,,,,,,,,,,,,,
4685,60,,,,,,,,,,,,,,,,
4686,52,,,,,,,,,,,,,,,,
4687,71,,,,,,,,,,,,,,,,
4688,55,,,,,,,,,,,,,,,,
4689,60,,,,,,,,,,,,,,,,
4690,55,,,,,,,,,,,,,,,,
4691,57,,,,,,,,,,,,,,,,
4692,59,,,,,,,,,,,,,,,,
4693,53,,,,,,,,,,,,,,,,
4694,56,,,,,,,,,,,,,,,,
4695,57,,,,,,,,,,,,,,,,
4696,54,,,,,,,,,,,,,,,,
4697,75,,,,,,,,,,,,,,,,
4698,63,,,,,,,,,,,,,,,,
4699,57,,,,,,,,,,,,,,,,
4700,56,,,,,,,,,,,,,,,,
